ID,FirstName,LastName,Age,Gender,Occupation,Rating,Purchases,Experience,Income,Salary,Bonus
3692,James,Miller,,Other,Machine Learning Engineer,1.0347118884374662,6,8.0,39499.57474070033,9358.622670476345,1546.1175842875075
5544,Emma,Davis,46.0,Male,Lawyer,2.336315634098077,1,12.0,41982.31005007309,17234.08376843574,1441.7235004092922
4484,Michael,Smith,23.0,Male,Data Analyst,2.0882942822840063,6,7.0,,9744.155374679747,1180.095865305391
208,Olivia,Johnson,47.0,Male,Artist,3.491205568647909,12,17.0,59035.51067011397,23804.43568284784,2417.7726226549976
4075,Robert,Smith,22.0,Male,Data Analyst,2.145415497259198,5,15.0,40971.8906622755,22416.113261090588,1008.228046427594
1820,David,Johnson,45.0,Other,Data Scientist,2.5966626848169216,5,12.0,,19935.54995229174,1244.3342627219797
5649,Olivia,Johnson,48.0,Male,Lawyer,3.130789593115626,5,24.0,61399.84945449063,33480.34474330926,2554.527805283197
9589,Robert,Jones,40.0,Male,Lawyer,1.7673096055909978,3,19.0,28831.935983950563,28556.12821732657,2129.5540736089365
9922,Michael,Williams,36.0,Female,Machine Learning Engineer,1.890402858470103,5,13.0,,15277.701228515438,1657.3120655013015
1129,Emma,Miller,68.0,Male,Artist,2.428853359886031,2,,40328.10937154389,16483.836505391,1375.8318026156692
9230,Olivia,Martinez,41.0,Female,Lawyer,1.249145763736197,8,19.0,43115.7384565469,27968.988511535023,3258.33687984778
6512,Michael,Miller,42.0,Male,Data Scientist,2.0723638828410484,5,19.0,52153.74903957841,30018.54966438029,3705.123226520192
1102,Olivia,Garcia,44.0,Other,Data Analyst,2.5209475515601008,2,14.0,46374.79061891973,24059.612798959173,2364.618991516902
1921,Jane,Jones,41.0,Other,Data Scientist,1.987607951158764,4,11.0,,18236.62144473403,1576.3514121348244
3934,Michael,Garcia,42.0,Male,Data Analyst,2.597989637073394,4,15.0,52051.73922539758,26184.85618026564,2853.4245137143944
5717,Michael,Miller,15.0,Other,Data Scientist,2.659084435912153,5,16.0,41001.30472755314,25646.9482731452,2155.9272848521405
3877,David,Rodriguez,35.0,Male,Data Analyst,2.832147202687319,1,17.0,,,
2403,Laura,Martinez,35.0,Female,Lawyer,1.1795461625257488,4,,29283.22470853195,15813.190830181831,654.3567233252938
6210,Sarah,Davis,42.0,Male,Data Analyst,2.621145237009604,6,13.0,38418.92172476343,22232.317375118862,3159.845668500462
3372,David,Rodriguez,35.0,Male,Lawyer,3.127953690105261,3,14.0,42658.29171483224,19440.53300448267,1814.494039105484
1700,Jane,Rodriguez,25.0,Other,Data Analyst,2.3844843601228254,2,18.0,,25866.954658665887,2282.955688590624
2741,Laura,Miller,34.0,Male,Data Scientist,5.0,8,,85058.96363591767,35294.631169519955,4253.470221422917
7593,James,Martinez,43.0,Other,Data Analyst,1.0,2,10.0,31956.34969786124,13573.529424972745,1105.8582813966018
241,Michael,Garcia,50.0,Male,Artist,1.0,4,6.0,15412.24720862926,,
5060,Sarah,Martinez,31.0,Female,Lawyer,2.735983839140572,3,20.0,47096.50346878319,35449.19790012612,4024.760131048487
254,Sarah,Smith,,Female,Artist,2.726421858367044,5,,35022.48273358563,21865.874039780883,3139.794195252332
1095,Michael,Jones,32.0,Female,Data Scientist,1.0,6,10.0,20987.03571681795,,
5514,Emma,Smith,35.0,Other,Lawyer,1.574155965700626,6,12.0,35109.970468350584,17530.99577705558,1710.4201395182397
8294,Michael,Brown,44.0,Female,Artist,2.4658427931997524,6,18.0,48539.8759378826,28444.02593656037,3351.8313247556216
8058,John,Brown,41.0,Other,Machine Learning Engineer,2.10660100615168,5,12.0,26340.647344200428,23224.71989850965,2890.6409397404345
6873,Sarah,Martinez,,Male,Data Scientist,1.0996764652697086,5,6.0,27206.234415343824,8933.239159001147,990.9792739375192
9524,James,Johnson,57.0,Female,Lawyer,2.105694450288609,7,17.0,43397.31189336315,29057.84748803861,3880.735815498508
6906,Michael,Johnson,39.0,Male,Artist,2.0740963689333016,4,18.0,55790.29498748849,29022.83312609425,3070.851928938342
8013,David,Garcia,33.0,Female,Data Scientist,2.0164950202028944,6,16.0,43372.11904988143,22611.82122092945,1830.5871532574768
7008,Jane,Miller,48.0,Other,Lawyer,1.0,2,2.0,13761.798342900807,-3253.7000644004274,-135.18223933851465
9549,Michael,Rodriguez,45.0,Male,Data Scientist,2.001772943149134,5,13.0,42496.51237708822,16009.26831424649,1463.3521898327986
4984,Emma,Brown,,Other,Data Analyst,3.544750618814477,5,22.0,,34098.0469763068,3073.9251676745434
6880,Emma,Miller,46.0,Other,Machine Learning Engineer,1.0,9,6.0,,5696.799650786308,-59.09993595628919
7471,Olivia,Smith,,Other,Lawyer,2.6304643352318857,4,12.0,38086.96828719327,18928.93550083504,1421.7742631572644
8388,Robert,Martinez,46.0,Male,Data Scientist,2.7936989071679283,5,13.0,43466.153992913096,,
9065,James,Rodriguez,30.0,Other,Data Scientist,2.8318535798921705,5,17.0,,27726.420848312773,2462.8474562230526
3908,Robert,Martinez,,Female,Machine Learning Engineer,2.1008627721724,4,19.0,57010.877632988864,31434.593241737857,3071.901014781409
4950,Jane,Brown,45.0,Other,Data Scientist,2.40760234085685,3,18.0,44616.90250129173,29333.048148848626,2675.500525196487
8016,David,Williams,48.0,Male,Lawyer,3.098614200926352,6,18.0,47563.30510648452,2636.3508786414213,510.2664917225529
9618,Sarah,Williams,52.0,Female,Data Scientist,1.8778649566165595,2,15.0,42676.82127440821,21510.803086417585,2175.641208661948
3920,Sarah,Davis,25.0,Male,Data Analyst,2.8153326715992493,3,14.0,37352.84390339019,17085.378034286154,1718.770301664386
2990,James,Smith,50.0,Other,Lawyer,2.254678092350165,4,16.0,45254.07078708138,25317.75238132592,2900.716431624639
7496,John,Garcia,48.0,Other,Machine Learning Engineer,2.9164952332600693,4,18.0,54945.48037977517,25350.634974674056,2158.641762300797
9300,Sarah,Martinez,51.0,Female,Lawyer,1.4323881550436772,6,15.0,42014.60791830516,20971.558307550127,1899.14129822294
3251,John,Jones,34.0,Female,Machine Learning Engineer,1.567071541942503,4,13.0,29178.66367877507,24116.45295413192,2906.27155684584
9908,Michael,Davis,33.0,Male,Artist,2.282607164166265,2,12.0,31640.778426849243,17919.94400295707,2825.099375788037
6392,Michael,Martinez,40.0,Other,Artist,2.9925870235880154,7,19.0,62018.68525921644,31203.23896600613,2374.99066310829
6127,Emma,Garcia,33.0,Female,Data Scientist,3.0224083791981693,3,16.0,47892.41482342062,23062.05345685383,2343.8179409845734
1277,Olivia,Smith,41.0,Other,Data Scientist,1.0,6,12.0,22378.24567991944,20667.34234374752,1376.7326701976097
4498,Laura,Miller,43.0,Other,Data Analyst,1.0,7,8.0,28187.260763839367,9899.224229959173,924.3863763560564
2270,Emma,Brown,33.0,Female,Lawyer,2.4543421926414704,5,12.0,30183.530366564875,15620.561958402548,1761.85354447493
899,David,Miller,39.0,Female,Data Analyst,2.438124237678576,11,19.0,55069.32751436,28663.29444285951,2200.02332685742
9620,James,Rodriguez,48.0,Other,Artist,2.723331589111628,5,15.0,44022.0061381694,,
691,Laura,Rodriguez,46.0,Female,Machine Learning Engineer,2.4396113444759204,3,16.0,43381.44027742556,23633.44699508669,2492.511157923333
5981,Laura,Brown,43.0,Male,Machine Learning Engineer,3.118493997367886,3,,49115.827704793046,34323.31142929544,3869.156076938513
5695,Robert,Miller,39.0,Other,Machine Learning Engineer,3.1857959177180737,8,23.0,61900.282960844015,30649.15543957046,2590.73418051835
4904,Michael,Jones,22.0,Female,Machine Learning Engineer,2.62732809877881,5,19.0,47564.65257821528,26054.987721177466,2776.9231400485146
7263,Michael,Brown,,Other,Machine Learning Engineer,2.1137777648145724,12,,33837.74619952221,,
7247,Sarah,Martinez,35.0,Female,Data Scientist,1.6496772565802371,3,18.0,45996.56509480676,,
325,Olivia,Martinez,27.0,Other,Machine Learning Engineer,1.414234507660498,5,15.0,32166.639519380544,26128.17991395748,3039.460951615227
2575,James,Williams,,Male,Data Analyst,2.6029947187781857,8,12.0,,,
4368,Sarah,Johnson,52.0,Male,Artist,1.1809703813222332,7,6.0,26389.52494955468,9707.062380542931,1326.586275006295
9582,Jane,Martinez,43.0,Female,Data Analyst,2.2613534574570533,8,22.0,,32267.954155507745,3713.457281752085
7505,Sarah,Rodriguez,41.0,Other,Lawyer,1.0060999400994155,5,5.0,21857.179502528463,12608.71802904064,1069.530932432774
671,John,Rodriguez,32.0,Other,Data Analyst,2.662711073190483,4,20.0,40392.87628887552,32292.381454573348,3590.0957392493674
4615,Olivia,Johnson,,Female,Artist,3.3188901064589933,5,15.0,,21650.831294133943,2275.301975372536
6587,Emma,Martinez,34.0,Other,Artist,2.547775216339624,4,,39617.0964795582,22097.07024451182,1282.8009739248828
3620,Robert,Jones,55.0,Other,Data Scientist,3.2515578322328267,9,17.0,59544.53819980769,18735.718525288496,2107.153729680749
4988,Robert,Miller,61.0,Female,Data Scientist,1.8541995278420007,5,2.0,23573.6280041751,3371.404704323584,260.007449708224
1284,Robert,Miller,33.0,Male,Data Scientist,2.422291529815026,3,,42258.24510285354,35826.9566585572,4254.943678265714
3544,Olivia,Davis,,Male,Lawyer,1.7527404462879266,5,17.0,47420.91579299658,26835.11533211766,2615.477725774208
1724,David,Smith,39.0,Male,Lawyer,2.1189673699929408,4,12.0,32125.18681384578,17228.158362680024,1572.2171504273688
3024,Emma,Smith,36.0,Other,Lawyer,1.049447495124217,5,1.0,,430.5450900724811,342.16123274285513
783,Olivia,Rodriguez,35.0,Other,Data Scientist,1.0,5,12.0,24268.59137262401,22070.491660478103,1241.1312287000785
8657,Jane,Brown,39.0,Male,Data Scientist,2.9253860989588225,4,21.0,57921.23407561813,33466.14744218716,2477.439734390331
3898,Jane,Brown,47.0,Female,Lawyer,3.8522741303208248,5,24.0,63450.378323271565,39301.97026906892,3748.381392688109
1020,Robert,Brown,44.0,Female,Artist,1.3979807979300585,2,15.0,40111.57115584537,22398.99539157456,1583.6857815684612
8805,Sarah,Rodriguez,34.0,Other,Lawyer,2.6879494918815627,4,16.0,36160.14511328495,2409.9488509272624,545.0878295009884
2277,Emma,Martinez,47.0,Male,Data Scientist,1.150514850002295,0,12.0,41764.15471704433,25240.16339157019,2085.261861687912
1016,Laura,Brown,24.0,Male,Machine Learning Engineer,1.0091158250736356,4,15.0,26569.50114097901,21596.509269081034,2605.82729812277
6920,Laura,Miller,61.0,Female,Lawyer,3.770812002843721,6,19.0,58702.311713591946,26725.01269680364,2677.769408085051
4645,Laura,Miller,30.0,Female,Artist,1.4153797743417484,7,18.0,,22871.307403285587,1577.0299280980555
6164,Olivia,Smith,51.0,Other,Lawyer,1.8371629070815465,3,16.0,38317.30649897398,19141.60900504962,2342.642546385149
7460,Robert,Johnson,40.0,Other,Data Scientist,1.9313259417638784,7,13.0,46052.885561690186,18000.34634048963,1931.6504547076145
8649,James,Smith,,Male,Data Scientist,2.3722161199418075,8,19.0,,31950.53713095522,4432.359856597117
338,Emma,Brown,29.0,Female,Machine Learning Engineer,2.867412994372901,5,18.0,44896.90381308508,,
4180,Jane,Smith,40.0,Female,Data Scientist,1.7718121597635397,7,18.0,45656.666512051714,26960.229467283807,1534.8360520495237
8038,John,Davis,56.0,Female,Artist,1.9340026667734247,1,15.0,43801.86085910641,22231.38263965613,2917.891228589217
9287,David,Jones,22.0,Other,Machine Learning Engineer,1.9845676118755808,3,5.0,,4462.667924973121,-354.31408495835194
6658,David,Brown,59.0,Other,Machine Learning Engineer,1.6858224434020364,7,13.0,38353.3653275804,19388.51366236965,2113.639146416963
2778,John,Miller,41.0,Female,Data Analyst,1.0,2,14.0,38035.03061412399,21306.36626710218,2165.1972551979734
3134,Robert,Johnson,34.0,Other,Machine Learning Engineer,1.0,4,7.0,25758.68746460761,,
7413,Laura,Davis,,Female,Machine Learning Engineer,1.7082115956709307,5,15.0,38534.32013961276,19056.03836789985,1546.332946328177
3528,David,Williams,32.0,Other,Data Scientist,2.268890263060306,6,20.0,41074.98390437077,32270.327857391523,4523.424919285336
3770,John,Williams,51.0,Female,Data Scientist,1.456655266305544,3,13.0,46897.84895991207,15363.605485536276,623.9882836413556
2949,John,Johnson,20.0,Female,Data Analyst,2.3681484893992195,6,10.0,,18785.135933517475,1453.0565380315284
4071,Michael,Jones,49.0,Female,Lawyer,3.556332035703234,3,19.0,51742.85758517549,30255.569867146325,3046.072109594148
8768,John,Davis,41.0,Female,Lawyer,2.391991246333614,7,,50693.48599663511,38323.2877552574,3461.833502483811
6482,James,Smith,21.0,Female,Data Scientist,1.0,7,11.0,,14816.73914191572,1493.0792427410124
5268,Olivia,Rodriguez,25.0,Female,Data Analyst,1.4255497836719275,1,16.0,29923.186211561537,,
4654,Olivia,Brown,44.0,Female,Data Scientist,2.564883819190409,2,13.0,38743.5051213688,21285.951664048924,1591.0184134034355
3496,James,Johnson,48.0,Male,Machine Learning Engineer,1.0,6,,12667.21251490688,6453.895427115476,1723.1693176051274
3661,Jane,Garcia,31.0,Female,Artist,2.466532714499353,6,16.0,50519.917173166905,23282.229118627307,2431.621033955499
4488,David,Williams,30.0,Female,Data Analyst,1.0,6,10.0,25833.099106051744,14503.54148940944,1078.5004214296623
395,John,Rodriguez,34.0,Female,Machine Learning Engineer,2.251594616457454,5,9.0,46844.05539588617,14831.19492067595,980.707607478212
1614,John,Johnson,38.0,Other,Lawyer,1.2920338880859012,3,,25388.3956833713,7665.592214306751,474.3933948775803
7806,Olivia,Davis,39.0,Male,Machine Learning Engineer,1.692305912620811,6,,29099.340945958807,,
7833,Laura,Williams,40.0,Other,Data Scientist,3.7044491720918455,6,22.0,61201.59121877645,33006.025163037135,3704.583382747071
6984,Olivia,Johnson,24.0,Other,Lawyer,2.110524309483964,4,21.0,43800.05377158249,26604.606975162475,3181.3298760244807
9910,Laura,Brown,44.0,Female,Machine Learning Engineer,1.798990250676319,8,,39641.13503521879,21666.972389543,2104.426046701952
3014,Michael,Davis,,Other,Data Analyst,2.683260774707548,8,10.0,41634.71654732359,11654.748517249844,1416.31226163184
6768,Laura,Martinez,45.0,Male,Lawyer,1.0,6,13.0,,,
710,James,Davis,31.0,Other,Artist,1.0287371348298522,8,9.0,35040.13599212813,20880.58375055437,2164.002301656476
4758,Robert,Miller,46.0,Other,Artist,1.271044643881641,4,17.0,,30171.736603737256,3315.6712244813293
5989,David,Jones,52.0,Female,Machine Learning Engineer,2.1513499967607443,6,16.0,58255.980223260645,25040.652709697217,2008.2360243356727
9655,John,Jones,41.0,Other,Machine Learning Engineer,2.2424447812862605,7,12.0,35997.63997068895,18869.26033175793,2108.7051659158064
8815,David,Martinez,29.0,Female,Data Analyst,1.8160864706899096,4,23.0,,36025.94905286894,3414.639892772391
7592,Laura,Martinez,34.0,Other,Data Analyst,1.0,6,9.0,24087.620967202216,11823.535425835476,1075.1993360489232
5941,Olivia,Rodriguez,37.0,Male,Data Scientist,2.9382692854618457,9,18.0,45157.767431828426,26813.800636636308,3743.2859320468433
1770,Emma,Miller,36.0,Male,Machine Learning Engineer,1.573199766742317,11,15.0,45148.127699684126,24220.180970288504,2843.712722449551
3833,John,Davis,30.0,Female,Artist,1.9883893440132407,3,10.0,26696.11450527577,16298.537284628532,2037.059475449888
7634,Laura,Johnson,43.0,Male,Artist,1.0039169833230044,7,8.0,32720.01216034077,11620.511643381567,803.4759747581759
5493,James,Garcia,,Male,Machine Learning Engineer,1.0,4,,231140.002604374,9169.804363709643,1277.3373002964136
245,Emma,Rodriguez,31.0,Male,Data Scientist,1.1005714251705412,4,10.0,26702.286695982297,16936.738940337204,1708.7250160362469
6946,Jane,Garcia,34.0,Other,Artist,1.0926897480589348,4,6.0,14978.215802872775,2602.214493968657,243.77527749733304
264,James,Smith,37.0,Female,Artist,2.301360359629088,7,14.0,,19565.98406723287,1824.375663807723
3463,Emma,Martinez,48.0,Other,Artist,1.0244244851970594,2,12.0,38167.52042269534,18940.90030284693,2369.0670013931835
790,Olivia,Rodriguez,61.0,Female,Data Scientist,1.5639479039225908,5,8.0,35158.407434118155,12150.233329503844,1638.3822050596775
5431,David,Miller,32.0,Female,Lawyer,2.0680782011444894,5,9.0,33875.29072702705,14076.023376086592,1491.4308895084052
6349,Laura,Brown,40.0,Female,Lawyer,2.4376036153746368,2,,50633.37035165707,22959.883782232413,2983.362351023501
6847,Sarah,Rodriguez,31.0,Other,Data Scientist,3.1625361642790635,2,19.0,50278.79317452494,26538.48903232769,4164.824814222628
7176,Michael,Jones,44.0,Other,Data Analyst,1.0,8,4.0,27916.757595001687,9671.424516720945,141.43095733929977
6822,Michael,Jones,37.0,Female,Data Scientist,2.422512391909318,4,,54927.89724212907,30232.54235158316,3596.932388897796
4185,Michael,Johnson,34.0,Other,Data Scientist,1.0,4,18.0,37913.81053591777,31032.40716704537,3257.6985064520127
2099,Olivia,Brown,26.0,Other,Lawyer,1.5498215030510791,8,7.0,24227.03842157545,,
5436,Michael,Miller,51.0,Male,Lawyer,3.187254855004169,4,13.0,46668.81615887468,18173.14144734923,2031.5162460986064
5111,Laura,Smith,32.0,Other,Artist,2.072714992941404,6,10.0,28816.9506270825,14562.881897604117,1774.3545125815897
1503,Sarah,Martinez,22.0,Other,Data Scientist,1.2293644618756527,6,10.0,32445.92619265664,15797.166247867282,1724.7783643233618
9467,James,Brown,,Other,Machine Learning Engineer,1.4670759164973803,10,3.0,30832.980535300987,5303.296893554258,1378.318209249664
730,Robert,Miller,49.0,Female,Data Analyst,1.5062932400830304,5,19.0,45158.72043416226,28280.67259180821,3561.7296142697783
2520,Laura,Brown,,Female,Lawyer,1.5245181886660988,4,18.0,47047.265730089,26339.426956060543,2732.2558891632475
9211,David,Johnson,39.0,Female,Data Analyst,2.186288699173308,6,,41961.656121290966,24867.453680322506,2237.3941915060323
8451,Olivia,Miller,47.0,Female,Data Analyst,2.751237238144252,8,22.0,65984.27649637271,30557.69455279568,2966.146742258649
7423,James,Smith,47.0,Male,Data Scientist,2.2022823297144143,7,15.0,39178.42803589175,22816.43922914632,3028.7241304726285
3010,Robert,Martinez,36.0,Other,Artist,1.800264183210333,4,9.0,17797.6385891594,18089.63262256976,1466.9966456966688
2373,David,Miller,44.0,Female,Data Scientist,2.2162993282151326,4,20.0,47369.62936599563,28334.05332142105,2761.900173985984
784,Emma,Garcia,49.0,Male,Data Analyst,1.970121017067115,6,18.0,,27131.47202545557,2670.1797589299363
9412,Robert,Rodriguez,43.0,Female,Artist,1.7058439941466408,10,9.0,34216.176554591155,10230.2220909297,1173.2272775776582
1461,Emma,Garcia,37.0,Other,Data Analyst,3.3803758690590326,7,24.0,59959.35990209494,3999.8884771384087,-265.59470684174767
8416,Olivia,Smith,42.0,Male,Artist,2.35763635081367,2,22.0,45563.88742103454,29924.248600603813,3816.264932262283
9457,Michael,Williams,41.0,Male,Artist,1.0,9,10.0,36534.7741441362,15277.231561701825,1442.1790666172135
4686,Olivia,Johnson,31.0,Other,Data Scientist,1.0,2,18.0,34399.504490955034,27782.98065716005,2355.178891055466
2331,James,Johnson,28.0,Other,Data Analyst,2.1589926096758707,5,,288915.2901349415,14319.855878117804,732.3010142681695
7572,John,Smith,47.0,Female,Data Analyst,1.0,1,6.0,15365.006449368662,9205.904528095773,861.7152687740561
6514,Laura,Davis,22.0,Female,Lawyer,3.2099896637833485,9,22.0,62161.77443852984,33787.37994876814,3366.097963289727
5351,David,Smith,52.0,Other,Data Analyst,1.8020382249694675,5,13.0,52467.5630284322,19951.68976890034,1209.0019839473807
1049,Jane,Garcia,33.0,Female,Artist,2.0780449005479538,4,12.0,31941.079267984394,,
5287,James,Jones,42.0,Male,Machine Learning Engineer,2.459655398981897,7,21.0,59182.085606597146,27320.68132613536,2665.031403651424
9723,Emma,Miller,48.0,Male,Machine Learning Engineer,1.3121715625657666,7,12.0,42790.88222388309,21931.46873854206,2265.8824069789403
4983,John,Davis,25.0,Male,Data Scientist,2.9085692365022027,9,17.0,43416.66385461724,29029.47817247713,3415.2954673768854
994,David,Martinez,32.0,Male,Artist,2.018814042765083,5,,,5879.919559870234,337.2720632722444
3860,Sarah,Garcia,5.0,Female,Machine Learning Engineer,2.606111936405296,7,19.0,33458.92322144676,28657.79535472064,2811.7169211476626
7656,Sarah,Smith,26.0,Other,Machine Learning Engineer,3.461877654676587,8,22.0,59453.73273041168,,
3163,David,Martinez,35.0,Male,Data Analyst,2.242216202344648,9,7.0,35022.62118197216,904.8094204914768,453.3786354415581
9992,David,Martinez,,Female,Artist,2.4483083763055133,5,20.0,60842.22717766272,29253.06335904164,2001.6624812775656
8158,John,Jones,,Other,Artist,1.0164408310571214,4,13.0,39811.91648526445,21847.84257914008,2337.964184302908
7597,John,Williams,47.0,Other,Lawyer,1.3833503971764665,0,16.0,47018.756312475874,21500.56414966992,1982.9007107562136
9849,Laura,Garcia,33.0,Male,Data Analyst,2.015714059047659,6,16.0,45856.0267468095,,
5180,Robert,Davis,34.0,Female,Lawyer,2.977791326505574,5,15.0,42577.746341613165,20802.115603362014,1711.557332513962
7462,Michael,Johnson,37.0,Female,Machine Learning Engineer,1.0,7,3.0,10173.550734614106,12237.11009621312,1221.522426495421
6132,Robert,Davis,33.0,Female,Lawyer,2.45513083268919,3,17.0,41617.819109310745,26418.96362487269,3350.234284624012
7564,Laura,Jones,53.0,Other,Machine Learning Engineer,1.6677103034542409,4,20.0,52478.95648967404,29667.313571203693,3379.646543268416
6638,Sarah,Williams,,Male,Data Analyst,3.823461910046549,2,,61549.64098772735,26783.13899126189,2059.435366609473
4405,Michael,Williams,37.0,Other,Lawyer,2.8140094329089043,6,10.0,38840.0047412283,13205.617664866635,2086.6882517703766
6200,Laura,Williams,35.0,Other,Lawyer,2.3276497073054347,3,15.0,43781.63317750757,26394.080622267167,2535.736363933576
761,John,Rodriguez,43.0,Male,Lawyer,2.434772297898204,4,17.0,44910.77114060704,24906.826412108647,2145.415020632833
9835,Laura,Williams,30.0,Other,Data Scientist,2.8615379067914133,4,21.0,56098.08888770309,35601.38726739153,4915.767827000254
2766,Michael,Davis,32.0,Female,Data Analyst,2.315459438204895,5,21.0,430749.64126361976,34093.550728908085,2809.5312898100383
2347,Jane,Davis,50.0,Female,Data Analyst,1.2310506692982328,8,11.0,43167.71347949852,11635.543999396636,1359.4836967093806
1767,John,Smith,57.0,Other,Data Analyst,2.0224646793734884,2,22.0,55572.38725445737,32022.677022547665,3176.2736960723546
8619,James,Miller,,Male,Data Scientist,1.7434867181271203,7,14.0,44782.56140382154,21391.47141240308,2710.860352721137
2264,Michael,Rodriguez,,Other,Data Analyst,3.224732257088334,2,17.0,44776.71309406623,22901.80720659548,2469.067618425473
5361,James,Rodriguez,40.0,Female,Data Analyst,1.5138316509944485,4,13.0,32560.15479878037,,
5761,Jane,Martinez,42.0,Male,Data Analyst,1.9876522075016363,5,12.0,33962.04287571663,19845.7003206986,2092.737680011237
5191,Emma,Martinez,44.0,Other,Machine Learning Engineer,2.8936219531593643,4,18.0,,28489.964125875245,2895.339101491496
4837,David,Smith,,Other,Machine Learning Engineer,2.4151910795966582,7,7.0,36843.62934370946,11949.073233137246,2195.701680512992
